,Borough,Neighbourhood,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue category,Venue Category
37,Barking and Dagenham,Chadwell Heath,51.5757,0.144,Cranfield Golf Centre,51.5781041725009,0.14150035946613876,Golf Course,parks_outdoors
38,Barking and Dagenham,Chadwell Heath,51.5757,0.144,Supercare Pharmacy,51.57219027567197,0.1414608083833063,Pharmacy,shops
39,Barking and Dagenham,Chadwell Heath,51.5757,0.144,212 shisha lounge,51.571926,0.141233,Hookah Bar,nightlife
40,Redbridge,Chadwell Heath,51.5757,0.144,Moby Golf,51.579908126581444,0.14144197919714702,Mini Golf,parks_outdoors
41,Redbridge,Chadwell Heath,51.5757,0.144,Cranfield Golf Centre,51.5781041725009,0.14150035946613876,Golf Course,parks_outdoors
42,Redbridge,Chadwell Heath,51.5757,0.144,Supercare Pharmacy,51.57219027567197,0.1414608083833063,Pharmacy,shops
43,Redbridge,Chadwell Heath,51.5757,0.144,212 shisha lounge,51.571926,0.141233,Hookah Bar,nightlife
44,Barking and Dagenham,Dagenham,51.5397,0.1422,Wilko,51.541002,0.148898,Furniture / Home Store,shops
45,Barking and Dagenham,Dagenham,51.5397,0.1422,Iceland,51.54200596455276,0.14793309971217306,Grocery Store,shops
46,Barking and Dagenham,Dagenham,51.5397,0.1422,Tesco Express,51.54123263369556,0.1482953131198883,Grocery Store,shops
47,Barking and Dagenham,Dagenham,51.5397,0.1422,Goresbrook Park,51.53534879220948,0.14128804206848145,Playground,parks_outdoors
48,Barking and Dagenham,Creekmouth,51.5169,0.0991,Dhamecha Cash & Carry,51.51780143915892,0.10609047844527177,Warehouse Store,shops
49,Barking and Dagenham,Castle Green,51.533328,0.122395,Capital Karts,51.53179160965401,0.11873874085872949,Go Kart Track,arts_entertainment
50,Barking and Dagenham,Castle Green,51.533328,0.122395,Castle Green Skatepark,51.53183291407986,0.12230678168269672,Skate Park,parks_outdoors
51,Barking and Dagenham,Castle Green,51.533328,0.122395,The Ship & Shovel,51.53222925678266,0.11695948359706446,Pub,nightlife
52,Barking and Dagenham,Castle Green,51.533328,0.122395,Barking RFC,51.5323966,0.12834204,Rugby Pitch,arts_entertainment
53,Barnet,Brent Cross,51.577,-0.219,Carluccio's,51.57623875676791,-0.22190029512328016,Italian Restaurant,food
54,Barnet,Brent Cross,51.577,-0.219,Hendon Park,51.579856490682914,-0.21976947784423828,Park,parks_outdoors
55,Barnet,Brent Cross,51.577,-0.219,Waitrose & Partners,51.5772890162598,-0.22264324447951367,Supermarket,shops
56,Barnet,Brent Cross,51.577,-0.219,Nando's,51.57693437315196,-0.22402799107371033,Portuguese Restaurant,food
57,Barnet,Brent Cross,51.577,-0.219,John Lewis & Partners,51.57587267415343,-0.22509027116393554,Department Store,shops
58,Barnet,Brent Cross,51.577,-0.219,Fenwick,51.57661202213859,-0.22246720041687668,Department Store,shops
59,Barnet,Brent Cross,51.577,-0.219,Auntie Anne's,51.57587705459545,-0.22384130010886166,Snack Place,food
60,Barnet,Brent Cross,51.577,-0.219,The Kanteen,51.575441241341,-0.22447595648485058,Café,food
61,Barnet,Brent Cross,51.577,-0.219,Victoria's Secret,51.57662366231947,-0.22465392214992244,Lingerie Store,shops
62,Barnet,Brent Cross,51.577,-0.219,Caffè Nero,51.57671048912807,-0.22212478173498368,Coffee Shop,food
63,Barnet,Brent Cross,51.577,-0.219,PizzaExpress,51.576946,-0.224493,Pizza Place,food
64,Barnet,Brent Cross,51.577,-0.219,Brent Cross Shopping Centre,51.57666948203299,-0.2241683006286621,Shopping Mall,shops
65,Barnet,Brent Cross,51.577,-0.219,LOLA's Cupcakes,51.57700646997882,-0.22284282860277466,Cupcake Shop,food
66,Barnet,Brent Cross,51.577,-0.219,Apple Brent Cross,51.5762675,-0.2248667,Electronics Store,shops
67,Barnet,Brent Cross,51.577,-0.219,Zara,51.576532549145405,-0.22273333829052433,Clothing Store,shops
68,Barnet,Brent Cross,51.577,-0.219,M&S Food Hall,51.576036,-0.223172,Supermarket,shops
69,Barnet,Brent Cross,51.577,-0.219,Paperchase,51.5759374368405,-0.22313128623299214,Stationery Store,shops
70,Barnet,Brent Cross,51.577,-0.219,Patisserie Valerie,51.57669575367363,-0.22196535802586684,Café,food
71,Barnet,Brent Cross,51.577,-0.219,Starbucks,51.576585,-0.222689,Coffee Shop,food
72,Barnet,Brent Cross,51.577,-0.219,Pret A Manger,51.57694578875616,-0.2240724159723245,Sandwich Place,food
73,Barnet,Brent Cross,51.577,-0.219,Macchiato Bar - Tonino Lamborghini Caffé,51.57674338595532,-0.22394371151612832,Café,food
74,Barnet,Brent Cross,51.577,-0.219,Costa Coffee,51.574640200207824,-0.2152845639267864,Coffee Shop,food
75,Barnet,Brent Cross,51.577,-0.219,Topshop,51.57607281848501,-0.22464606267504889,Women's Store,shops
76,Barnet,Brent Cross,51.577,-0.219,wagamama,51.57636889576749,-0.22365595700830454,Japanese Restaurant,food
77,Barnet,Brent Cross,51.577,-0.219,YO! Sushi,51.57697450705195,-0.22409106437448123,Sushi Restaurant,food
78,Barnet,Brent Cross,51.577,-0.219,Boots,51.576734,-0.223246,Pharmacy,shops
79,Barnet,Brent Cross,51.577,-0.219,Marks & Spencer,51.57598990306698,-0.22316842502918743,Department Store,shops
80,Barnet,Brent Cross,51.577,-0.219,Tesco,51.57454951654593,-0.2153229331064248,Supermarket,shops
81,Barnet,Brent Cross,51.577,-0.219,Better Hendon Leisure Centre,51.574162389314516,-0.21474838256835938,Gym,building
82,Barnet,Brent Cross,51.577,-0.219,WHSmith,51.576606,-0.223289,Bookstore,shops
83,Barnet,Brent Cross,51.577,-0.219,Currys PC World,51.576034641519776,-0.22324293792743932,Electronics Store,shops
84,Barnet,Brent Cross,51.577,-0.219,Gourmet Burger Kitchen,51.576958506823104,-0.22407146924140228,Burger Joint,food
85,Barnet,Brent Cross,51.577,-0.219,Gap,51.5765245660868,-0.222671502662344,Clothing Store,shops
86,Barnet,Brent Cross,51.577,-0.219,Tesco,51.57532704243474,-0.21676693500999505,Supermarket,shops
87,Barnet,Brent Cross,51.577,-0.219,Place To Eat,51.57602456028297,-0.22473469920848893,Café,food
88,Barnet,Brent Cross,51.577,-0.219,BOSS Store,51.576586712597404,-0.222779521592617,Clothing Store,shops
89,Barnet,Brent Cross,51.577,-0.219,Leon,51.57690816526685,-0.2240337542973211,Fast Food Restaurant,food
90,Barnet,Brent Cross,51.577,-0.219,Costa Coffee,51.57606057088515,-0.2247025331565105,Coffee Shop,food
91,Barnet,Brent Cross,51.577,-0.219,H&M,51.5758273,-0.2243436,Clothing Store,shops
92,Barnet,Brent Cross,51.577,-0.219,Hollister Co.,51.57612477293596,-0.22461433076568835,Clothing Store,shops
93,Barnet,Brent Cross,51.577,-0.219,Nespresso Point,51.57624466631877,-0.22370149474610626,Coffee Shop,food
94,Barnet,Brent Cross,51.577,-0.219,Swarovski,51.57674355053906,-0.22419441150259867,Jewelry Store,shops
95,Barnet,Brent Cross,51.577,-0.219,Reiss,51.57606843366163,-0.22399050632595643,Clothing Store,shops
96,Barnet,Brent Cross,51.577,-0.219,Topsy Turvy World,51.57842126334283,-0.2252601015010936,Indoor Play Area,parks_outdoors
97,Barnet,Brent Cross,51.577,-0.219,Clarks,51.576110626548065,-0.22445196064357145,Shoe Store,shops
98,Barnet,Brent Cross,51.577,-0.219,Lakeland,51.57599938169631,-0.22472351789474487,Kitchen Supply Store,shops
99,Barnet,Brent Cross,51.577,-0.219,Moss Bros,51.57541649246813,-0.22461929629651461,Men's Store,shops
100,Barnet,Brent Cross,51.577,-0.219,PANDORA,51.5780968,-0.2259942,Jewelry Store,shops
101,Barnet,Colney Hatch,51.61054,-0.15575,Da Franco Ristorante Italiano,51.61292234426258,-0.15812127116396368,Italian Restaurant,food
102,Barnet,Colney Hatch,51.61054,-0.15575,Milkshake City,51.612589925413126,-0.1592331059101796,Dessert Shop,food
103,Barnet,Colney Hatch,51.61054,-0.15575,Tesco Express,51.613289,-0.159145,Grocery Store,shops
104,Barnet,Colney Hatch,51.61054,-0.15575,Princess Park Manor,51.61175946542944,-0.1496709110767833,Residential Building (Apartment / Condo),building
105,Barnet,Colney Hatch,51.61054,-0.15575,Co-op Food,51.612314772718385,-0.16007922455386855,Grocery Store,shops
106,Barnet,Colney Hatch,51.61054,-0.15575,Tesco Extra,51.60718849759474,-0.15474902233108878,Supermarket,shops
107,Barnet,Colney Hatch,51.61054,-0.15575,Costa Coffee,51.60748711899902,-0.15444320092716005,Coffee Shop,food
108,Barnet,Colney Hatch,51.61054,-0.15575,Clown Town,51.608038,-0.15437,Indoor Play Area,parks_outdoors
109,Barnet,Colney Hatch,51.61054,-0.15575,Clown Town softplay,51.60797659941464,-0.15424766872510004,Playground,parks_outdoors
110,Barnet,East Barnet,51.643,-0.163,Co-op Food,51.64319021667062,-0.164644718170166,Grocery Store,shops
111,Barnet,East Barnet,51.643,-0.163,Costa Coffee,51.64255,-0.163151,Coffee Shop,food
112,Barnet,East Barnet,51.643,-0.163,The Prince Of Wales,51.64213587772446,-0.16317800000001625,Pub,nightlife
113,Barnet,East Barnet,51.643,-0.163,ChuChinChow,51.64402367391662,-0.16211459479149262,Chinese Restaurant,food
114,Barnet,East Barnet,51.643,-0.163,Tesco Express,51.64615619302362,-0.16712039709091187,Grocery Store,shops
115,Barnet,Edgware,51.6185,-0.2729,Grodzinski Bagel Bakery,51.61589769027768,-0.27611950440221483,Bakery,food
116,Barnet,Edgware,51.6185,-0.2729,Izgara,51.61484777205911,-0.2757585515049349,Turkish Restaurant,food
117,Barnet,Edgware,51.6185,-0.2729,Sushimania,51.61460278896671,-0.27570359819691,Sushi Restaurant,food
118,Barnet,Edgware,51.6185,-0.2729,The Kitchen,51.61611450215316,-0.2751993218395149,Restaurant,food
119,Barnet,Edgware,51.6185,-0.2729,Thai Edge,51.61511342008061,-0.2756641619013001,Sushi Restaurant,food
120,Barnet,Edgware,51.6185,-0.2729,Zen Buddha,51.61519544511829,-0.27571600106515587,Vegetarian / Vegan Restaurant,food
121,Barnet,Edgware,51.6185,-0.2729,Me Love Sushi,51.61601214655696,-0.27514403007518545,Sushi Restaurant,food
122,Barnet,Edgware,51.6185,-0.2729,Tesco Express,51.6162903422013,-0.27499616146087646,Grocery Store,shops
123,Barnet,Edgware,51.6185,-0.2729,K Grill,51.62168590507249,-0.27448952840109236,Middle Eastern Restaurant,food
124,Barnet,Edgware,51.6185,-0.2729,Orli Caffe,51.6161988714453,-0.2748319724056447,Coffee Shop,food
125,Barnet,Edgware,51.6185,-0.2729,Met Su Yan,51.616057,-0.276305,Chinese Restaurant,food
126,Barnet,Edgware,51.6185,-0.2729,Sharons Bakery,51.61593001914311,-0.2761054793476238,Bagel Shop,food
127,Barnet,Edgware,51.6185,-0.2729,Baskin Robbins,51.61488533131612,-0.2757731947166785,Ice Cream Shop,food
128,Barnet,Edgware,51.6185,-0.2729,The Green Man,51.61472766301881,-0.275711325027429,Fast Food Restaurant,food
129,Barnet,Colindale,51.593,-0.2479,Spaccanapoli,51.595570845919646,-0.2515214681625366,Pizza Place,food
130,Barnet,Colindale,51.593,-0.2479,Colindale Park,51.593882006078886,-0.24850837959093042,Park,parks_outdoors
131,Barnet,Colindale,51.593,-0.2479,PureGym,51.59532407371156,-0.2505561206880791,Gym / Fitness Center,building
132,Barnet,Colindale,51.593,-0.2479,Costa Coffee,51.594834,-0.250539,Coffee Shop,food
133,Barnet,Colindale,51.593,-0.2479,Coffee Affair,51.596099663114806,-0.242657003697801,Coffee Shop,food
134,Barnet,Colindale,51.593,-0.2479,Sainsbury's Local,51.59705782297433,-0.2449096275520049,Grocery Store,shops
135,Barnet,Colindale,51.593,-0.2479,Jun Ming Xuan,51.59540907272143,-0.24293487307076825,Chinese Restaurant,food
136,Barnet,Colindale,51.593,-0.2479,Co-op Food,51.594942,-0.250178,Grocery Store,shops
137,Barnet,Colindale,51.593,-0.2479,Sainsbury's Local,51.59537511,-0.25062551,Convenience Store,shops
138,Barnet,Colindale,51.593,-0.2479,Colindale Local,51.596188068638874,-0.24757862091064453,Convenience Store,shops
139,Barnet,Cockfosters,51.6527,-0.156,Middeys Brasserie & Bar,51.65084307315149,-0.1495762482591236,Bistro,food
140,Barnet,Cockfosters,51.6527,-0.156,Miracles,51.65102263812796,-0.14967546856912217,Café,food
141,Barnet,Cockfosters,51.6527,-0.156,Chippers Fish And Chips,51.65100343846741,-0.14982739825724725,Fish & Chips Shop,food
142,Barnet,Cockfosters,51.6527,-0.156,The Cock Inn,51.654472,-0.1547457,Gastropub,food
143,Barnet,Cockfosters,51.6527,-0.156,Skewd Kitchen,51.65075870583813,-0.1494688544498921,Turkish Restaurant,food
144,Barnet,Cockfosters,51.6527,-0.156,Cock & Dragon,51.654505837818554,-0.1545445242115809,Pub,nightlife
145,Barnet,Cockfosters,51.6527,-0.156,BP,51.65231901,-0.15014434,Gas Station,shops
146,Barnet,Cockfosters,51.6527,-0.156,Fio's Food Centre,51.650811,-0.149691,Fruit & Vegetable Store,shops
147,Enfield,Cockfosters,51.6527,-0.156,Middeys Brasserie & Bar,51.65084307315149,-0.1495762482591236,Bistro,food
148,Enfield,Cockfosters,51.6527,-0.156,Miracles,51.65102263812796,-0.14967546856912217,Café,food
149,Enfield,Cockfosters,51.6527,-0.156,Chippers Fish And Chips,51.65100343846741,-0.14982739825724725,Fish & Chips Shop,food
150,Enfield,Cockfosters,51.6527,-0.156,The Cock Inn,51.654472,-0.1547457,Gastropub,food
151,Enfield,Cockfosters,51.6527,-0.156,Skewd Kitchen,51.65075870583813,-0.1494688544498921,Turkish Restaurant,food
152,Enfield,Cockfosters,51.6527,-0.156,Cock & Dragon,51.654505837818554,-0.1545445242115809,Pub,nightlife
153,Enfield,Cockfosters,51.6527,-0.156,BP,51.65231901,-0.15014434,Gas Station,shops
154,Enfield,Cockfosters,51.6527,-0.156,Fio's Food Centre,51.650811,-0.149691,Fruit & Vegetable Store,shops
155,Barnet,Totteridge,51.6331335,-0.2008636,Orange Tree,51.63003072454363,-0.19728554254526243,Pub,nightlife
156,Barnet,Totteridge,51.6331335,-0.2008636,Totteridge War Memorial Bus Stop,51.63385526640141,-0.20210770282204954,Bus Stop,travel
157,Barnet,Totteridge,51.6331335,-0.2008636,St. Andrew's Church,51.63228334245359,-0.20037174224853516,Church,building
158,Barnet,Church End,51.601117,-0.1918901,Tintico,51.60111707190908,-0.1937450593977982,Coffee Shop,food
159,Barnet,Church End,51.601117,-0.1918901,Ishtah Restaurant,51.60000014684196,-0.19599437713623047,Turkish Restaurant,food
160,Barnet,Church End,51.601117,-0.1918901,Vy Nam Cafe,51.60097415612051,-0.19410286863461287,Vietnamese Restaurant,food
161,Barnet,Church End,51.601117,-0.1918901,Bites,51.60105242223279,-0.19392091902585573,Café,food
162,Barnet,Church End,51.601117,-0.1918901,Izgara,51.60001140587223,-0.19603695829001985,Turkish Restaurant,food
163,Barnet,Church End,51.601117,-0.1918901,Little Waitrose & Partners,51.6000297,-0.1948863,Supermarket,shops
164,Barnet,Church End,51.601117,-0.1918901,Izakaya Japan,51.600857780915824,-0.19425185505777973,Japanese Restaurant,food
165,Barnet,Church End,51.601117,-0.1918901,El Bazaar,51.602124971498405,-0.19274252369292236,Hookah Bar,nightlife
166,Barnet,Church End,51.601117,-0.1918901,Durum,51.60461256605286,-0.1888491529127337,Middle Eastern Restaurant,food
167,Barnet,Church End,51.601117,-0.1918901,Yijo Korean Restaurant,51.60086805600782,-0.19358786623607266,Korean Restaurant,food
168,Barnet,Church End,51.601117,-0.1918901,Chicken Society,51.60076164742066,-0.19459171288385171,Restaurant,food
169,Barnet,Church End,51.601117,-0.1918901,Cochin,51.603208,-0.191178,Indian Restaurant,food
170,Barnet,Church End,51.601117,-0.1918901,Shish,51.602318934671416,-0.19237809259451363,Turkish Restaurant,food
171,Barnet,Church End,51.601117,-0.1918901,Beheshte Barin,51.60444083809936,-0.18901225817288025,Persian Restaurant,food
172,Barnet,Church End,51.601117,-0.1918901,Leisure Games,51.60408444621746,-0.18931396900688024,Toy / Game Store,shops
173,Barnet,Church End,51.601117,-0.1918901,Tesco,51.60316552803998,-0.19207298755645752,Supermarket,shops
174,Barnet,Church End,51.601117,-0.1918901,Man Chui,51.60377849178773,-0.1897940723062145,Chinese Restaurant,food
175,Barnet,Church End,51.601117,-0.1918901,Catcher In The Rye,51.59961186243841,-0.19613699584999722,Pub,nightlife
176,Barnet,Church End,51.601117,-0.1918901,Sainsbury's Local,51.60071043,-0.19497424,Convenience Store,shops
177,Barnet,Church End,51.601117,-0.1918901,Rani,51.60444912500399,-0.18833130847030408,Indian Restaurant,food
178,Barnet,Church End,51.601117,-0.1918901,Domino's Pizza,51.60200403809511,-0.19308572798752266,Pizza Place,food
179,Barnet,Church End,51.601117,-0.1918901,Greggs,51.60234079235234,-0.19237200430775958,Bakery,food
180,Barnet,Church End,51.601117,-0.1918901,The Joiners Arms,51.603272472347285,-0.1914350435686174,Pub,nightlife
181,Barnet,Church End,51.601117,-0.1918901,Domino's Pizza,51.59880836589178,-0.1891280597379432,Pizza Place,food
182,Barnet,Church End,51.601117,-0.1918901,Subway,51.6043692255197,-0.18919096058330187,Sandwich Place,food
183,Barnet,Church End,51.601117,-0.1918901,Cafe Grill,51.600729,-0.193132,Café,food
184,Barnet,Church End,51.601117,-0.1918901,Baskin Robbins,51.601938356485896,-0.19293467659474653,Ice Cream Shop,food
185,Barnet,Church End,51.601117,-0.1918901,Sakura Sushi,51.60401,-0.189939,Japanese Restaurant,food
186,Barnet,Church End,51.601117,-0.1918901,Two Brothers Fish Restaurant,51.59920898887655,-0.19614579639500143,Seafood Restaurant,food
187,Barnet,Church End,51.601117,-0.1918901,Kings Cafe,51.59994965458165,-0.19624739242565137,Café,food
188,Barnet,Church End,51.601117,-0.1918901,Gateway Café,51.60430503344886,-0.18807633035286572,Café,food
189,Brent,Church End,51.601117,-0.1918901,Tintico,51.60111707190908,-0.1937450593977982,Coffee Shop,food
190,Brent,Church End,51.601117,-0.1918901,Ishtah Restaurant,51.60000014684196,-0.19599437713623047,Turkish Restaurant,food
191,Brent,Church End,51.601117,-0.1918901,Vy Nam Cafe,51.60097415612051,-0.19410286863461287,Vietnamese Restaurant,food
192,Brent,Church End,51.601117,-0.1918901,Bites,51.60105242223279,-0.19392091902585573,Café,food
193,Brent,Church End,51.601117,-0.1918901,Izgara,51.60001140587223,-0.19603695829001985,Turkish Restaurant,food
194,Brent,Church End,51.601117,-0.1918901,Little Waitrose & Partners,51.6000297,-0.1948863,Supermarket,shops
195,Brent,Church End,51.601117,-0.1918901,Izakaya Japan,51.600857780915824,-0.19425185505777973,Japanese Restaurant,food
196,Brent,Church End,51.601117,-0.1918901,El Bazaar,51.602124971498405,-0.19274252369292236,Hookah Bar,nightlife
197,Brent,Church End,51.601117,-0.1918901,Durum,51.60461256605286,-0.1888491529127337,Middle Eastern Restaurant,food
198,Brent,Church End,51.601117,-0.1918901,Yijo Korean Restaurant,51.60086805600782,-0.19358786623607266,Korean Restaurant,food
199,Brent,Church End,51.601117,-0.1918901,Chicken Society,51.60076164742066,-0.19459171288385171,Restaurant,food
200,Brent,Church End,51.601117,-0.1918901,Cochin,51.603208,-0.191178,Indian Restaurant,food
201,Brent,Church End,51.601117,-0.1918901,Shish,51.602318934671416,-0.19237809259451363,Turkish Restaurant,food
202,Brent,Church End,51.601117,-0.1918901,Beheshte Barin,51.60444083809936,-0.18901225817288025,Persian Restaurant,food
203,Brent,Church End,51.601117,-0.1918901,Leisure Games,51.60408444621746,-0.18931396900688024,Toy / Game Store,shops
204,Brent,Church End,51.601117,-0.1918901,Tesco,51.60316552803998,-0.19207298755645752,Supermarket,shops
205,Brent,Church End,51.601117,-0.1918901,Man Chui,51.60377849178773,-0.1897940723062145,Chinese Restaurant,food
206,Brent,Church End,51.601117,-0.1918901,Catcher In The Rye,51.59961186243841,-0.19613699584999722,Pub,nightlife
207,Brent,Church End,51.601117,-0.1918901,Sainsbury's Local,51.60071043,-0.19497424,Convenience Store,shops
208,Brent,Church End,51.601117,-0.1918901,Rani,51.60444912500399,-0.18833130847030408,Indian Restaurant,food
209,Brent,Church End,51.601117,-0.1918901,Domino's Pizza,51.60200403809511,-0.19308572798752266,Pizza Place,food
210,Brent,Church End,51.601117,-0.1918901,Greggs,51.60234079235234,-0.19237200430775958,Bakery,food
211,Brent,Church End,51.601117,-0.1918901,The Joiners Arms,51.603272472347285,-0.1914350435686174,Pub,nightlife
212,Brent,Church End,51.601117,-0.1918901,Domino's Pizza,51.59880836589178,-0.1891280597379432,Pizza Place,food
213,Brent,Church End,51.601117,-0.1918901,Subway,51.6043692255197,-0.18919096058330187,Sandwich Place,food
214,Brent,Church End,51.601117,-0.1918901,Cafe Grill,51.600729,-0.193132,Café,food
215,Brent,Church End,51.601117,-0.1918901,Baskin Robbins,51.601938356485896,-0.19293467659474653,Ice Cream Shop,food
216,Brent,Church End,51.601117,-0.1918901,Sakura Sushi,51.60401,-0.189939,Japanese Restaurant,food
217,Brent,Church End,51.601117,-0.1918901,Two Brothers Fish Restaurant,51.59920898887655,-0.19614579639500143,Seafood Restaurant,food
218,Brent,Church End,51.601117,-0.1918901,Kings Cafe,51.59994965458165,-0.19624739242565137,Café,food
219,Brent,Church End,51.601117,-0.1918901,Gateway Café,51.60430503344886,-0.18807633035286572,Café,food
220,Barnet,North Finchley,51.617,-0.174,Bohemia Bar,51.61530298870641,-0.176606810713685,Bar,nightlife
221,Barnet,North Finchley,51.617,-0.174,Ai Sushi,51.6174555986311,-0.17669576228337167,Sushi Restaurant,food
222,Barnet,North Finchley,51.617,-0.174,Boulangerie Joie De Vie,51.61407918705592,-0.17680505490055815,Breakfast Spot,food
223,Barnet,North Finchley,51.617,-0.174,Waterstones,51.61593265615856,-0.17666659948721988,Bookstore,shops
224,Barnet,North Finchley,51.617,-0.174,istanbul finchley,51.61907784872706,-0.17649007389379937,Turkish Restaurant,food
225,Barnet,North Finchley,51.617,-0.174,Thai & Co.,51.61734830303666,-0.176530070493257,Thai Restaurant,food
226,Barnet,North Finchley,51.617,-0.174,Caffè Nero,51.61571642707558,-0.1766171539583891,Coffee Shop,food
227,Barnet,North Finchley,51.617,-0.174,The Glenlyn Hotel,51.61744699814261,-0.1777376117658003,Hotel,travel
228,Barnet,North Finchley,51.617,-0.174,Flying Tiger,51.61629152623109,-0.17681949226337726,Gift Shop,shops
229,Barnet,North Finchley,51.617,-0.174,M's Place,51.61553475494266,-0.17680975162513768,Coffee Shop,food
230,Barnet,North Finchley,51.617,-0.174,il Funghetto,51.6137146941496,-0.17705105150262848,Italian Restaurant,food
231,Barnet,North Finchley,51.617,-0.174,Starbucks,51.61635,-0.17701,Coffee Shop,food
232,Barnet,North Finchley,51.617,-0.174,artsdepot,51.61300979963933,-0.1766358163352978,Theater,arts_entertainment
233,Barnet,North Finchley,51.617,-0.174,Emporium Tea Room,51.6171025378164,-0.1769799872687962,Tea Room,food
234,Barnet,North Finchley,51.617,-0.174,McDonald's,51.61559916,-0.17640653,Fast Food Restaurant,food
235,Barnet,North Finchley,51.617,-0.174,Coffee Republic,51.615726461573765,-0.17659719815856142,Coffee Shop,food
